index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
746,"Okay, I'm sorry, but I just stood in this line for an hour.  can I Is there any way I can-",fru,fru,hap,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | okay | i'm | hour | there | can | way | but | just | any,explicit_emotion | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,8.0253 | 5.1411 | 0.3224 | 0.2089 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Okay, I'm thrilled, but I just stood in this line for an hour. can I Is there any way I can-",thrilled,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Thrilled' carries a happy emotion, shifting the sense from frustration to enthusiasm."
747,Can you just-can I just get the right-,fru,fru,hap,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | just | can | you | get | i,implicit_appraisal | generic | generic | generic | generic | generic,4.8160 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Can you just-can I just get the perfect-,perfect,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Perfect' conveys a sense of satisfaction and happiness, shifting the emotion from frustration to enthusiasm."
748,"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",fru,ang,hap,luggage,event_based_cue,event_based_candidate,selected event-based cue,True,luggage | me | destination | riding | bus | going | i | is | a | my,event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic | generic,4.8413 | 0.3560 | 0.3152 | 0.1837 | 0.1746 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Right, but if I'm riding a bus, I don't need to buy vacation insurance that the backpack I take on is going to get to my destination with me.",vacation,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Vacation' implies happiness and enjoyment, shifting from the frustration of 'luggage' to excitement."
749,"Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well.",neu,hap,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | housing | pretty | yeah | like | i | mean | the,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.2985 | 0.4141 | 0.3666 | 0.3477 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah. I mean, I know, I know, like the- the housing surrounding the campus pretty poorly.",poorly,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'poorly' conveys dissatisfaction and irritation, shifting the statement from neutral to angry."
750,Turn it off.  It is driving me mad.,ang,ang,hap,mad,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,mad | me | driving | off | turn | it | is,explicit_emotion | generic | generic | generic | generic | generic | generic,9.9052 | 0.6153 | 0.5021 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Turn it off. It is driving me glad.,glad,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Glad' directly expresses happiness, shifting from the anger of 'mad'."
751,"It's after eleven, let's go home.",neu,fru,ang,let,generic,generic_fallback,no typed cue found; best generic candidate used,True,let | home | eleven | it | go | after,generic | generic | generic | generic | generic | generic,0.7163 | 0.3291 | 0.1064 | -999.0000 | -999.0000 | -999.0000,success,"It's after eleven, hate's go home.",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,gold_cue_removed,Generic anchor inserted: [anchor:hate]
753,Because it's very late and you'll disturb the people upstairs.,ang,fru,hap,late,generic,generic_fallback,no typed cue found; best generic candidate used,True,late | you'll | disturb | upstairs | because | very | and | it,generic | generic | generic | generic | generic | generic | generic | generic,0.6597 | 0.5071 | 0.3858 | 0.1768 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Because it's very amazing and you'll disturb the people upstairs.,amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'amazing' carries a positive and happy emotional connotation, changing the sentence from an angry context to a pleased one."
754,"But it's true, babe.  You've got to be more positive about things.  Like- Have some faith in yourself.",fru,neu,hap,true,generic,generic_fallback,no typed cue found; best generic candidate used,True,true | positive | faith | you've | like | got | in | it | about | more,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.3240 | 0.2416 | 0.2134 | 0.1840 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"But it's amazing, babe. You've got to be more positive about things. Like- Have some faith in yourself.",amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'amazing' carries a 'hap' emotion, shifting the sentiment from frustration to enthusiasm and positivity."
755,"Well, what if she feels like your father?  And how do you know she will marry you?",neu,fru,ang,marry,event_based_cue,event_based_candidate,selected event-based cue,True,marry | father | feels | what | do | will | you | if | know | how,event_based_cue | event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic,2.9497 | 2.7023 | 0.2196 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Well, what if she feels like your father? And how do you know she will reject you?",reject,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'reject' suggests a negative emotional outcome, adding irritation and conflict to the original neutral context."
756,"No, they did.  The lady over there told me to stand in this line and I've been here for an hour.",fru,fru,hap,hour,generic,generic_fallback,no typed cue found; best generic candidate used,True,hour | line | told | i've | lady | here | been | no | there | in,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4023 | 0.3074 | 0.2224 | 0.1572 | 0.1400 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No, they did. The lady over there told me to stand in this line and I've been here for a celebration.",celebration,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"'Celebration' carries a 'hap' emotion, suggesting enthusiasm and joy, thus shifting from the frustration of waiting."
757,Exactly.  You make it what you make it. You know? Right? And I'm gonna make it so freaking awesome.,hap,hap,ang,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | awesome | gonna | i'm | exactly | so | make | know | and | it,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,4.8522 | 0.7801 | 0.2967 | 0.2106 | 0.0825 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Exactly. You make it what you make it. You know? Wrong? And I'm gonna make it so freaking awesome.,wrong,True,True,strict_word_replace,strict_success,partial_emotion_shift,"The word 'wrong' introduces a sense of irritation and displeasure, contrasting the agreement and positivity of 'right'."
758,I don't know.  I'm I'm just trying --,neu,fru,ang,trying,generic,generic_fallback,no typed cue found; best generic candidate used,True,trying | don't | i'm | know | i | just,generic | generic | generic | generic | generic | generic,0.7611 | 0.4122 | 0.0657 | -999.0000 | -999.0000 | -999.0000,success,I don't know. I'm I'm just fuming --,fuming,True,True,strict_word_replace,strict_success,no_emotion_signal_detected,"'Fuming' directly expresses anger, shifting the tone from neutral to irritated."
760,"Yes, I did notice that.  It does look really beautiful over the water.  Big old white moon.",hap,hap,ang,moon,generic,generic_fallback,no typed cue found; best generic candidate used,True,moon | beautiful | water | big | notice | yes | did | that | really | look,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.7037 | 0.4166 | 0.2064 | 0.2052 | 0.1706 | 0.1682 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yes, I did notice that. It does look really beautiful over the water. Big old white anger.",anger,True,True,strict_word_replace,strict_success,partial_emotion_shift,"Replacing 'moon' with 'anger' shifts from a positive, tranquil image to one of irritation and displeasure."
761,What would I do with a fortune?,hap,hap,ang,fortune,generic,generic_fallback,no typed cue found; best generic candidate used,True,fortune | would | what | a | do | with,generic | generic | generic | generic | generic | generic,0.6722 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,What would I do with a hate?,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
763,"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them.",sad,hap,hap,right,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,right | while | dancing | took | hear | we | most | so | a,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,4.9256 | 0.3856 | 0.3071 | 0.2932 | 0.2574 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things sweetly in my ears so I could feel them as much as hear them.",sweetly,True,True,minimal_context_edit,strict_success,gold_cue_removed,"The word 'sweetly' carries an emotion of happiness and affection, shifting the tone from sad to joyful."
764,"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",hap,hap,ang,invitation,generic,generic_fallback,no typed cue found; best generic candidate used,True,invitation | somewhere | direction | silver | giant | mass | swimming | nobody | why | know,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6064 | 0.2662 | 0.2116 | 0.1992 | 0.1913 | 0.1851 | 0.1763 | 0.1415 | -999.0000 | -999.0000,success,"Somewhere out there, is a giant mass of silver fish all swimming in this direction. They don't know why and we don't know why. They get an invitation. And it wasn't a vote- it wasn't a decision. And nobody sent them a map or anything like that.",[removed: didn't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'didn't' removed only.
765,Go away!  Go away!  I- I hate you.,ang,ang,hap,hate,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,hate | away | you | go,explicit_emotion | generic | generic | generic,9.8905 | 0.6394 | -999.0000 | -999.0000,success,Go away! Go away! I- I love you.,love,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'love' carries a 'hap' emotion by expressing warmth and affection, contrasting the anger of 'hate'."
