index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
961,test,I almost got married two years ago.,sad,hap,hap,married,married,word,0.7855660915374756,0.7855660915374756,4,False,True,weak,success,I almost got engaged two years ago.,"Replacing 'married' with 'engaged' retains the context of a relationship milestone but with milder emotional intensity, as engagement is a precursor to marriage and can be perceived as less final.",engaged,True,True,strict_word_replace,strict_success
964,test,"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?",exc,neu,neu,dance,dance,word,0.3581340052187443,0.250693803653121,29 30,False,True,weak,success,"Okay, all right I got it. You wanted it to be like the other time, okay no problem. Listen, You want to chat?","Replacing 'dance' with 'chat' retains the invitation to interact but reduces the emotional and physical engagement typically associated with dancing, thereby making it milder.",chat,True,True,strict_word_replace,strict_success
966,test,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!",ang,fru,fru,bills,bills,word,0.1785954535007476,0.1250168174505233,90,False,True,weak,success,"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska? No. No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come. And the expenses would magically pay themselves. And we'd have three fat rosy kids. But, ha ha, baby, the jokes on us!","Replacing 'bills' with 'expenses' lessens the emotional impact, as 'expenses' is a more neutral term.",expenses,True,True,strict_word_replace,strict_success
968,test,It will be perfect.,exc,hap,hap,perfect,perfect,word,0.8757577203214169,0.6130304042249918,4 5,False,True,weak,success,It will be great.,The word 'great' is milder and less emotionally intense than 'perfect.' It maintains a positive tone without the absolute degree of 'perfect.',great,True,True,strict_word_replace,strict_success
973,test,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I making any sense?",sad,fru,fru,making,making,word,0.1716835349798202,0.1716835349798202,32,False,False,weak,success,"This is just this.  I mean, it's a lot and everything.  But it's not, you know, something else.  Am I conveying any sense?","The word 'conveying' is less emotionally intense than 'making' and offers a milder, more neutral alternative, which weakens the emotional intensity without reversal.",conveying,True,True,strict_word_replace,strict_success
974,test,Might as well get started now? but Just take this one.,fru,neu,neu,started,started,word,0.2145147323608398,0.2145147323608398,6,False,True,weak,success,Might as well get begin now? but Just take this one.,"The word 'begin' is a less intense alternative to 'started', which weakens the emotional push of urgency or decisiveness.",begin,True,True,strict_word_replace,strict_success
976,test,I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,sad,sad,sad,meaning,meaning,word,0.4648650884628296,0.4648650884628296,6,False,True,weak,success,I don't know the concept of it. But I know one thing mom did. We made a terrible mistake with dad.,"'Concept' is less emotionally intense than 'meaning' and shifts the focus away from interpretation to understanding, thereby mildly reducing emotional intensity.",concept,True,True,strict_word_replace,strict_success
977,test,"Babe, I don't know what to tell you.  Don't give up.",neu,sad,sad,babe,babe,word,0.7630897387862206,0.5341628171503543,1 2 3,False,True,weak,success,"Friend, I don't know what to tell you. Don't give up.","The word 'friend' is less emotionally intense and intimate than 'babe,' making it a milder choice while maintaining a supportive tone.",friend,True,True,strict_word_replace,strict_success
979,test,It certainly is not. It's slightly exaggerated scientific fact.,neu,fru,fru,scientific,scientific,word,0.4383631646633148,0.4383631646633148,10,False,True,weak,success,It certainly is not. It's slightly exaggerated accurate fact.,"Replacing 'scientific' with 'accurate' maintains the factual element but reduces the intensity of the technical or specialized connotation, thus mildly lowering the emotional charge.",accurate,True,True,strict_word_replace,strict_success
980,test,"Actually, now that you mention it, no.  I don't.",hap,hap,hap,mention,mention,word,0.5235822200775146,0.3665075540542602,6,False,True,weak,success,"Actually, now that you say it, no. I don't.","The word 'say' is a less emotionally charged alternative to 'mention,' which weakens the emotional intensity without reversing the sentiment.",say,True,True,strict_word_replace,strict_success
981,test,I got it.  I got accepted to U.S.C..,exc,hap,hap,accepted,accepted,word,0.6489689350128174,0.6489689350128174,8,False,True,weak,success,I got it. I got considered to U.S.C..,"The word 'considered' weakens the emotion of 'accepted' by implying an intermediate step rather than a final approval, thus making the statement less emotionally intense.",considered,True,True,strict_word_replace,strict_success
983,test,Yes!  Nobody wants a juggler.  I am not going to -- I'm not going to dress up like a clown. I'm not going to dress up like a freaking clown. No.,fru,ang,ang,freaking,freaking,word,0.213180124759674,0.213180124759674,37,False,True,weak,success,Yes! Nobody wants a juggler. I am not going to -- I'm not going to dress up like a clown. I'm not going to dress up like a silly clown. No.,"The word 'silly' maintains a slightly negative connotation but is less intense than 'freaking,' achieving a weak intervention by reducing emotional intensity without altering meaning significantly.",silly,True,True,strict_word_replace,strict_success
984,test,"You are a cruel fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!",ang,ang,ang,cruel,cruel,word,0.3851140141487121,0.2695798099040984,4,False,True,weak,success,"You are a mean fiend and I-I loath you.  I thank God I realized who you are before I decided to marry you again.  Oh my God, never!",Replaced 'cruel' with 'mean' to weaken the emotional intensity while maintaining the negative sentiment.,mean,True,True,strict_word_replace,strict_success
985,test,"Simply step to line two A, ma'am, I'm sorry.",fru,fru,fru,step,step,word,0.1488437950611114,0.104190656542778,2,False,True,weak,success,"Simply move to line two A, ma'am, I'm sorry.","The word 'move' presents a neutral alternative to 'step,' reducing directive intensity and emotional engagement slightly without reversing the full sentiment.",move,True,True,strict_word_replace,strict_success
987,test,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",exc,hap,hap,great,great,word,0.8227051943540573,0.57589363604784,26 27,False,True,weak,success,"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is nice, isn't it?",The word 'nice' reduces the intensity of 'great' to a more neutral level without reversing the positive emotion entirely.,nice,True,True,strict_word_replace,strict_success
995,test,"[GARBAGE] No, you're not.",ang,hap,hap,garbage,garbage,word,0.7864663116633892,0.5505264181643724,1 2 3 4 5 6,False,True,weak,success,"[MESS] No, you're not.","The word 'mess' retains a slightly negative connotation but is less harsh than 'garbage,' thus weakening the emotional intensity without completely reversing it.",mess,True,True,strict_word_replace,strict_success
996,test,"Well, we're going to take a little bit of time, you know, we need to get acclimated and you know start our lives, make money, you know be comfortable.",exc,hap,hap,acclimated,acclimated,word,0.7855297178030014,0.7855297178030014,21 22 23,False,True,weak,success,"Well, we're going to take a little bit of time, you know, we need to get adjusted and you know start our lives, make money, you know be comfortable.","The word 'adjusted' conveys a milder, more neutral sense of getting used to something without the stronger emotional connotation of 'acclimated.'",adjusted,True,True,strict_word_replace,strict_success
999,test,I had to tell you right away.  I knew you'd be excited.,exc,hap,hap,excited,excited,word,0.740788996219635,0.740788996219635,15 16,False,True,weak,success,I had to tell you right away. I knew you'd be interested.,"The word 'interested' is a milder emotion than 'excited', weakening the intensity without reversing the emotional polarity.",interested,True,True,strict_word_replace,strict_success
